Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Product ID
the-secret-life-of-date-palms,The Secret Life of Date Palms,"<p>The Secret Life of Date Palms</p>
<p>Book ID: S00129</p>",Idea,Book,,TRUE,,,,,,,'S00129,0,shopify,,deny,manual,39,,TRUE,TRUE,'9782970113201,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10368093385
the-silent-aftermath-of-space-97800,The Silent Aftermath Of Space,"<p>The Silent Aftermath Of Space</p>
<p>Book ID: 97800</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'97800,0,shopify,,deny,manual,100,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9874522313
the-snipers-log-architectural-chronicles-of-generation-x-86321,The Sniper's Log: Architectural Chronicles of Generation X,"<p>The Sniper's Log: Architectural Chronicles of Generation X</p>
<p>Book ID: 86321</p>",ACTAR.,Book,,TRUE,,,,,,,'86321,0,shopify,,deny,manual,39.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9823291145
the-spaces-of-the-modern-city-imaginaries-politics-and-everyday-life-76872,"The Spaces of the Modern City: Imaginaries, Politics, and Everyday Life.","<p>The Spaces of the Modern City: Imaginaries, Politics, and Everyday Life.</p>
<p>Book ID: 76872</p>",Princeton Univ. Press,Book,,TRUE,,,,,,,'76872,0,shopify,,deny,manual,24.95,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9812589449
the-staircase-history-and-theories,The Staircase: History and Theories.,"<p>The Staircase: History and Theories.</p>
<p>Book ID: 7200</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'7200,0,shopify,,deny,manual,40,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,0
the-stone-carvers-master-carvers-of-washington-national-cathedral-40642,The Stone Carvers : Master Carvers of Washington National Cathedral,"<p>The Stone Carvers : Master Carvers of Washington National Cathedral</p>
<p>Book ID: 40642</p>",Smithsonian Institution,Book,,TRUE,,,,,,,'40642,0,shopify,,deny,manual,32,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9362575497
the-stones-of-fernand-pouillon-an-alternative-modernism-in-french-architecture-97415,The Stones of Fernand Pouillon: An Alternative Modernism in French Architecture.,"<p>The Stones of Fernand Pouillon: An Alternative Modernism in French Architecture.</p>
<p>Book ID: 97415</p>",Chicago,Book,,TRUE,,,,,,,'97415,0,shopify,,deny,manual,70,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9874827529
the-storm-and-the-fall,The Storm and the Fall.,"<p>The Storm and the Fall.</p>
<p>Book ID: 61230</p>",Princeton Architectural Press.,Book,,TRUE,,,,,,,'61230,0,shopify,,deny,manual,50,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,0
the-style-of-the-stedelijk,The Style of the Stedelijk,"<p>The Style of the Stedelijk</p>
<p>Book ID: S00537</p>",DAP,Book,,TRUE,,,,,,,'S00537,0,shopify,,deny,manual,29.95,,TRUE,TRUE,'9789462080195,,,,FALSE,,,,,,,,,,,,,,,,,lb,,1.30E+11
the-style-sourcebook-63624,The Style Sourcebook,"<p>The Style Sourcebook</p>
<p>Book ID: 63624</p>",Mitchell Beazley.,Book,,TRUE,,,,,,,'63624,0,shopify,,deny,manual,69.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9795213833
the-thinking-hand-80705,The Thinking Hand.,"<p>The Thinking Hand.</p>
<p>Book ID: 80705</p>",Wiley.,Book,,TRUE,,,,,,,'80705,0,shopify,,deny,manual,55,,TRUE,TRUE,'9780470779293,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9817139337
the-timeless-way-of-building-99824,The Timeless Way of Building,"<p>The Timeless Way of Building</p>
<p>Book ID: 99824</p>",Oxford University Press.,Book,bold_points_earned,TRUE,,,,,,,'99824,0,shopify,,deny,manual,20,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876100233
the-tragic-sense-of-life-ernst-haeckel-and-the-struggle-over-evolutionary-thought-82101,The Tragic Sense of Life: Ernst Haeckel and the Struggle Over Evolutionary Thought.,"<p>The Tragic Sense of Life: Ernst Haeckel and the Struggle Over Evolutionary Thought.</p>
<p>Book ID: 82101</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'82101,0,shopify,,deny,manual,25,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9819265417
the-ultimate-wood-fired-oven-book-77534,The Ultimate Wood-Fired Oven Book,"<p>The Ultimate Wood-Fired Oven Book</p>
<p>Book ID: 77534</p>",Schiffer.,Book,,TRUE,,,,,,,'77534,0,shopify,,deny,manual,29.95,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9814348361
the-universe-in-the-landscape-landforms-by-charles-jencks-87377,The Universe in the Landscape: Landforms by Charles Jencks,"<p>The Universe in the Landscape: Landforms by Charles Jencks</p>
<p>Book ID: 87377</p>",hamilton,Book,,TRUE,,,,,,,'87377,0,shopify,,deny,manual,65,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9831705673
the-vanishing-stepwells-of-india-101533,The Vanishing Stepwells of India,"<p>The Vanishing Stepwells of India</p>
<p>Book ID: 101533</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'101533,0,shopify,,deny,manual,60,,TRUE,TRUE,'9781858946580,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883429321
the-vienna-school-reader-politics-and-art-historical-method-in-the-1930s-84968,The Vienna School Reader: Politics and Art Historical Method in the 1930s.,"<p>The Vienna School Reader: Politics and Art Historical Method in the 1930s.</p>
<p>Book ID: 84968</p>",MIT Press.,Book,,TRUE,,,,,,,'84968,0,shopify,,deny,manual,38.95,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9822872841
the-vignelli-canon-85810,The Vignelli Canon,"<p>The Vignelli Canon</p>
<p>Book ID: 85810</p>",Prestel,Book,,TRUE,,,,,,,'85810,0,shopify,,deny,manual,20,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9823038857
the-visual-history-of-type,The Visual History of Type,"<p>The Visual History of Type</p>
<p>Book ID: S00449</p>",Chronicle Books,Book,,TRUE,,,,,,,'S00449,0,shopify,,deny,manual,85,,TRUE,TRUE,'9781780679761,,,,FALSE,,,,,,,,,,,,,,,,,lb,,85071331337
the-wirtz-gardens-63569,The Wirtz Gardens,"<p>The Wirtz Gardens</p>
<p>Book ID: 63569</p>",Wirtz International,Book,bold_points_earned,TRUE,,,,,,,'63569,0,shopify,,deny,manual,200,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9795207689
the-wirtz-private-garden-by-marco-valdivia-100845,The Wirtz Private Garden by Marco Valdivia,"<p>The Wirtz Private Garden by Marco Valdivia</p>
<p>Book ID: 100845</p>",DAP,Book,,TRUE,,,,,,,'100845,0,shopify,,deny,manual,140,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883112457
the-working-drawing-the-architects-tool-96795,The Working Drawing: The Architect's Tool.,"<p>The Working Drawing: The Architect's Tool.</p>
<p>Book ID: 96795</p>",Chicago,Book,,TRUE,,,,,,,'96795,0,shopify,,deny,manual,130,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9874706953
the-work-of-charles-and-ray-eames-a-legacy-of-invention-100802,The Work of Charles and Ray Eames: A Legacy of Invention,"<p>The Work of Charles and Ray Eames: A Legacy of Invention</p>
<p>Book ID: 100802</p>",Harry N. Abrams.,Book,,TRUE,,,,,,,'100802,0,shopify,,deny,manual,50,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883105033
the-work-of-dieter-rams-as-little-design-as-possible-87719,Dieter Rams: As Little Design As Possible,"<p>Dieter Rams: As Little Design As Possible</p>
<p>Book ID: 87719</p>",Phaidon,Book,,TRUE,,,,,,,'87719,0,shopify,,deny,manual,95,,TRUE,TRUE,'9780714849188,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9840879497
the-work-of-frank-lloyd-wright-the-wendingen-edition-18367,The Work of Frank Lloyd Wright: The Wendingen Edition.,"<p>The Work of Frank Lloyd Wright: The Wendingen Edition.</p>
<p>Book ID: 18367</p>",Horizon.,Book,,TRUE,,,,,,,'18367,0,shopify,,deny,manual,350,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9758244169
the-work-of-louis-i-kahn,The Work Of Louis I. Kahn,"<p>The Work Of Louis I. Kahn</p>
<p>Book ID: S00302</p>",La Jolla Museum Of Art,Book,,TRUE,,,,,,,'S00302,0,shopify,,deny,manual,40,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,17948475401
the-work-of-mackay-lyons-sweetapple-architects-economy-as-ethic-101227,The Work of MacKay-Lyons Sweetapple Architects: Economy as Ethic,"<p>The Work of MacKay-Lyons Sweetapple Architects: Economy as Ethic</p>
<p>Book ID: 101227</p>",Norton,Book,,TRUE,,,,,,,'101227,0,shopify,,deny,manual,70,,TRUE,TRUE,'9780500343319,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883326857
the-world-of-architect-kazunari-sakamoto-101560,The World of Architect Kazunari Sakamoto,"<p>The World of Architect Kazunari Sakamoto</p>
<p>Book ID: 101560</p>",Idea,Book,"bold_points_earned, Invoice",TRUE,,,,,,,'101560,0,shopify,,deny,manual,93.5,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883435657
the-world-of-charles-and-ray-eames-99395,The World of Charles and Ray Eames,"<p>The World of Charles and Ray Eames</p>
<p>Book ID: 99395</p>",Penguin Random House,Book,,TRUE,,,,,,,'99395,0,shopify,,deny,manual,75,,TRUE,TRUE,'9780847847655,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875967753
the-world-of-ornament-98595,The World of Ornament,"<p>The World of Ornament</p>
<p>Book ID: 98595</p>",Taschen,Book,,TRUE,,,,,,,'98595,0,shopify,,deny,manual,19.99,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875781513
thinking-the-contemporary-landscape-100502,Thinking the Contemporary Landscape,"<p>Thinking the Contemporary Landscape</p>
<p>Book ID: 100502</p>",Chronicle,Book,,TRUE,,,,,,,'100502,0,shopify,,deny,manual,45,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876295625
third-coast-atlas-prelude-to-a-plan,Third Coast Atlas: Prelude to a Plan,"<p>Third Coast Atlas: Prelude to a Plan</p>
<p>Book ID: S00147</p>",Actar D,Book,,TRUE,,,,,,,'S00147,0,shopify,,deny,manual,90,,TRUE,TRUE,'9781940291918,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10417277449
thirty-six-views-of-mount-fuji-99615,Thirty-Six Views of Mount Fuji,"<p>Thirty-Six Views of Mount Fuji</p>
<p>Book ID: 99615</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'99615,0,shopify,,deny,manual,160,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876070985
this-brutal-world-99193,This Brutal World,"<p>This Brutal World</p>
<p>Book ID: 99193</p>",Phaidon,Book,,TRUE,,,,,,,'99193,0,shopify,,deny,manual,49.95,,TRUE,TRUE,'9780714871080,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875926025
this-is-not-a-house-99129,This Is Not a House,"<p>This Is Not a House</p>
<p>Book ID: 99129</p>",Random House,Book,,TRUE,,,,,,,'99129,0,shopify,,deny,manual,65,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875918729
this-means-this-this-means-that-a-users-guide-to-semiotics-second-edition-91334,"This Means This, This Means That: A User's Guide to Semiotics, Second Edition","<p>This Means This, This Means That: A User's Guide to Semiotics, Second Edition</p>
<p>Book ID: 91334</p>",Chronicle Books,Book,,TRUE,,,,,,,'91334,0,shopify,,deny,manual,29.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9854580233
thomas-church-landscape-architect-designing-a-modern-california-landscape-61568,"Thomas Church, Landscape Architect: Designing a Modern California Landscape","<p>Thomas Church, Landscape Architect: Designing a Modern California Landscape</p>
<p>Book ID: 61568</p>",William Stout Publishers.,Book,bold_points_earned,TRUE,,,,,,,'61568,0,shopify,,deny,manual,50,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9368338313
thomas-heatherwick-making-98754,Thomas Heatherwick: Making,"<p>Thomas Heatherwick: Making</p>
<p>Book ID: 98754</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'98754,0,shopify,,deny,manual,50,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875803721
thomas-struth-nature-politics-99598,Thomas Struth: Nature + Politics,"<p>Thomas Struth: Nature + Politics</p>
<p>Book ID: 99598</p>",IDEA,Book,,TRUE,,,,,,,'99598,0,shopify,,deny,manual,65,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876069257
thom-mayne-sixth-street-house-15602,Thom Mayne Sixth Street House.,"<p>Thom Mayne Sixth Street House.</p>
<p>Book ID: 15602</p>",Harvard Univ. GSD.,Book,,TRUE,,,,,,,'15602,0,shopify,,deny,manual,125,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9757262345
thought-by-hand-the-architecture-of-flores-prats-100148,Thought by Hand: The Architecture of Flores & Prats,"<p>Thought by Hand: The Architecture of Flores & Prats</p>
<p>Book ID: 100148</p>",Arquine,Book,Invoice,TRUE,,,,,,,'100148,0,shopify,,deny,manual,40,,TRUE,TRUE,'9786077784753,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876236553
tiane-doan-na-champassak-siams-guy-101184,Tiane Doan Na Champassak - Siam's Guy,"<p>Tiane Doan Na Champassak - Siam's Guy</p>
<p>Book ID: 101184</p>",IDEA,Book,,TRUE,,,,,,,'101184,0,shopify,,deny,manual,40,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883319625
tibetan-houses-vernacular-architecture-of-the-himalayas-and-environs-101387,Tibetan Houses: Vernacular Architecture of the Himalayas and Environs,"<p>Tibetan Houses: Vernacular Architecture of the Himalayas and Environs</p>
<p>Book ID: 101387</p>",Birkhauser/Triliteral,Book,,TRUE,,,,,,,'101387,0,shopify,,deny,manual,99.95,,TRUE,TRUE,'9783035610314,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883397513
timberframe-interiors-44576,Timberframe Interiors,"<p>Timberframe Interiors</p>
<p>Book ID: 44576</p>",Gibbs Smith.,Book,,TRUE,,,,,,,'44576,0,shopify,,deny,manual,47.5,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9363206537
timely-meditations-selected-essays-on-architecture-volume-1-100899,Timely Meditations - Selected Essays on Architecture  Volume 1,"<p>Timely Meditations - Selected Essays on Architecture  Volume 1</p>
<p>Book ID: 100899</p>",MIT,Book,,TRUE,,,,,,,'100899,0,shopify,,deny,manual,30,,TRUE,TRUE,'9781533003508,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883122185
timely-meditations-selected-essays-on-architecture-volume-2-100951,Timely Meditations - Selected Essays on Architecture  Volume 2,"<p>Timely Meditations - Selected Essays on Architecture  Volume 2</p>
<p>Book ID: 100951</p>",MIT,Book,,TRUE,,,,,,,'100951,0,shopify,,deny,manual,30,,TRUE,TRUE,'9781534695351,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883132937
time-space-and-material-the-mechanics-of-layering-in-architecture-98612,Carlo Scarpa - Layers,"<p>Carlo Scarpa - Layers</p>
<p>Book ID: 98612</p>",National Book Network,Book,,TRUE,,,,,,,'98612,0,shopify,,deny,manual,69,,TRUE,TRUE,'9783930698141,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875784265
tiny-homes-on-the-move-wheels-and-water-97026,Tiny Homes On the Move: Wheels and Water,"<p>Tiny Homes On the Move: Wheels and Water</p>
<p>Book ID: 97026</p>",Publishers Group West,Book,,TRUE,,,,,,,'97026,0,shopify,,deny,manual,28.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9874729033
tiny-homes-simple-shelter-87387,Tiny Homes: Simple Shelter,"<p>Tiny Homes: Simple Shelter</p>
<p>Book ID: 87387</p>",Publishers Group West,Book,,TRUE,,,,,,,'87387,0,shopify,,deny,manual,28.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9831708105
tiny-houses-79645,Tiny Houses.,"<p>Tiny Houses.</p>
<p>Book ID: 79645</p>",Rizzoli,Book,,TRUE,,,,,,,'79645,0,shopify,,deny,manual,29.95,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9816357513
tiny-houses-in-the-city-99390,Tiny Houses in the City,"<p>Tiny Houses in the City</p>
<p>Book ID: 99390</p>",Random House,Book,,TRUE,,,,,,,'99390,0,shopify,,deny,manual,29.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875967049
tiny-tiny-houses,"Tiny, Tiny Houses.","<p>Tiny, Tiny Houses.</p>
<p>Book ID: 1695</p>",Overlook Press,Book,,TRUE,,,,,,,'1695,0,shopify,,deny,manual,40,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,0
todd-saunders-architecture-in-northern-landscapes-second-edition-100599,Todd Saunders: Architecture in Northern Landscapes (Second Edition),"<p>Todd Saunders: Architecture in Northern Landscapes (Second Edition)</p>
<p>Book ID: 100599</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'100599,0,shopify,,deny,manual,70,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876309577
tom-kundig-houses-2-89120,Tom Kundig Houses 2,"<p>Tom Kundig Houses 2</p>
<p>Book ID: 89120</p>",Chronicle,Book,,TRUE,,,,,,,'89120,0,shopify,,deny,manual,55,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9841309257
tom-kundig-houses-70886,Tom Kundig: Houses,"<p>Tom Kundig: Houses</p>
<p>Book ID: 70886</p>",Princeton Architectural Press.,Book,,TRUE,,,,,,,'70886,0,shopify,,deny,manual,40,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9803025801
tom-kundig-works-100106,Tom Kundig: Works,"<p>Tom Kundig: Works</p>
<p>Book ID: 100106</p>",Chronicle,Book,,TRUE,,,,,,,'100106,0,shopify,,deny,manual,65,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876146569
tomorrows-houses-new-england-modernism-86515,Tomorrow's Houses: New England Modernism,"<p>Tomorrow's Houses: New England Modernism</p>
<p>Book ID: 86515</p>",Rizzoli,Book,,TRUE,,,,,,,'86515,0,shopify,,deny,manual,65,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9824559241
tom-wesselmann-98324,Tom Wesselmann,"<p>Tom Wesselmann</p>
<p>Book ID: 98324</p>",ABC,Book,,TRUE,,,,,,,'98324,0,shopify,,deny,manual,65,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875739273
tools-for-living-a-sourcebook-of-iconic-designs-for-the-home-85321,Tools for Living: A Sourcebook of Iconic Designs for the Home,"<p>Tools for Living: A Sourcebook of Iconic Designs for the Home</p>
<p>Book ID: 85321</p>",ABC,Book,,TRUE,,,,,,,'85321,0,shopify,,deny,manual,50,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9822927881
torafu-architects-inside-out-101337,Torafu Architects - Inside Out,"<p>Torafu Architects - Inside Out</p>
<p>Book ID: 101337</p>",Idea,Book,,TRUE,,,,,,,'101337,0,shopify,,deny,manual,36.5,,TRUE,TRUE,'9784887063624,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883385289
toward-an-urban-ecology-100737,Toward an Urban Ecology,"<p>Toward an Urban Ecology</p>
<p>Book ID: 100737</p>",Rizzoli monacelli random house,Book,,TRUE,,,,,,,'100737,0,shopify,,deny,manual,50,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883088585
toyo-ito-2-2002-2014-98852,Toyo Ito 2: 2002-2014,"<p>Toyo Ito 2: 2002-2014</p>
<p>Book ID: 98852</p>",IDEA,Book,,TRUE,,,,,,,'98852,0,shopify,,deny,manual,78.5,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875816329
traditional-now-interiors-by-david-kleinberg-90442,Traditional Now: Interiors by David Kleinberg,"<p>Traditional Now: Interiors by David Kleinberg</p>
<p>Book ID: 90442</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'90442,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9843618313
transitory-gardens-uprooted-lives-17527,"Transitory Gardens, Uprooted Lives","<p>Transitory Gardens, Uprooted Lives</p>
<p>Book ID: 17527</p>",Yale University Press.,Book,,TRUE,,,,,,,'17527,0,shopify,,deny,manual,30,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9757506249
translations-from-drawing-to-building-and-other-essays-92208,Translations from Drawing to Building and Other Essays.,"<p>Translations from Drawing to Building and Other Essays.</p>
<p>Book ID: 92208</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'92208,0,shopify,,deny,manual,43,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9855235721
transparent-architecture-100626,Transparent Architecture,"<p>Transparent Architecture</p>
<p>Book ID: 100626</p>",Oro Editions,Book,,TRUE,,,,,,,'100626,0,shopify,,deny,manual,19.95,,TRUE,TRUE,'9781939621450,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876313097
travels-in-the-history-of-architecture-80523,Travels in the History of Architecture,"<p>Travels in the History of Architecture</p>
<p>Book ID: 80523</p>",Reaktion Books.,Book,,TRUE,,,,,,,'80523,0,shopify,,deny,manual,35,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9816934153
treehouses-95982,Treehouses. Small Spaces in Nature,"<p>Treehouses. Small Spaces in Nature</p>
<p>Book ID: 95982</p>",Ingram Publisher Services,Book,,TRUE,,,,,,,'95982,0,shopify,,deny,manual,79.95,,TRUE,TRUE,'9783869221724,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9873958921
tree-houses-fairy-tale-castles-in-the-air-95470,Tree Houses: Fairy Tale Castles in the Air.,"<p>Tree Houses: Fairy Tale Castles in the Air.</p>
<p>Book ID: 95470</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'95470,0,shopify,,deny,manual,70,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9866950345
tree-nurseries-cultivating-the-urban-jungle-85813,Tree Nurseries - Cultivating the Urban Jungle,"<p>Tree Nurseries - Cultivating the Urban Jungle</p>
<p>Book ID: 85813</p>",Prestel,Book,,TRUE,,,,,,,'85813,0,shopify,,deny,manual,55,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9823039433
trees-for-architecture-and-the-landscape,Trees for Architecture and the Landscape.,"<p>Trees for Architecture and the Landscape.</p>
<p>Book ID: 14783</p>",Van Nostrand Reinhold,Book,,TRUE,,,,,,,'14783,0,shopify,,deny,manual,75,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,0
tricia-guild-decorating-with-color-99131,Tricia Guild: Decorating with Color,"<p>Tricia Guild: Decorating with Color</p>
<p>Book ID: 99131</p>",Random House,Book,,TRUE,,,,,,,'99131,0,shopify,,deny,manual,19.98,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875918985
tsutsumu-traditional-japanese-packaging-89928,Tsutsumu: Traditional Japanese Packaging.,"<p>Tsutsumu: Traditional Japanese Packaging.</p>
<p>Book ID: 89928</p>",RAM Distribution,Book,,TRUE,,,,,,,'89928,0,shopify,,deny,manual,45,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9841724681
turkish-art-and-architecture,Turkish Art and Architecture,"<p>Turkish Art and Architecture</p>
<p>Book ID: 14705</p>",Praeger,Book,,TRUE,,,,,,,'14705,0,shopify,,deny,manual,55,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,0
turning-point-in-timber-construction-a-new-economy-100604,Turning Point in Timber Construction: A New Economy,"<p>Turning Point in Timber Construction: A New Economy</p>
<p>Book ID: 100604</p>",Trilateral,Book,bold_points_earned,TRUE,,,,,,,'100604,0,shopify,,deny,manual,34.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876310281
typen-good-bad-and-ugly-houses-80828,"Typen: Good, Bad and Ugly Houses.","<p>Typen: Good, Bad and Ugly Houses.</p>
<p>Book ID: 80828</p>",Jovis.,Book,,TRUE,,,,,,,'80828,0,shopify,,deny,manual,25,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9817157833
type-rules-the-designers-guide-to-professional-typography-4rd-edition-95503,"Type Rules: The Designer's Guide to Professional Typography, 4rd Edition.","<p>Type Rules: The Designer's Guide to Professional Typography, 4rd Edition.</p>
<p>Book ID: 95503</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'95503,0,shopify,,deny,manual,55,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9866958473
type-tells-tales-100998,Type Tells Tales.,"<p>Type Tells Tales.</p>
<p>Book ID: 100998</p>",Yale University Press,Book,,TRUE,,,,,,,'100998,0,shopify,,deny,manual,45,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883142217
typographic-matchmaking-in-the-city-propositions-for-a-pluralist-public-space-89221,Typographic Matchmaking in the City: Propositions for a Pluralist Public Space,"<p>Typographic Matchmaking in the City: Propositions for a Pluralist Public Space</p>
<p>Book ID: 89221</p>",Idea,Book,,TRUE,,,,,,,'89221,0,shopify,,deny,manual,70,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9841440201
typologies-of-industrial-buildings-62587,Typologies,"<p>Typologies</p>
<p>Book ID: 62587</p>",MIT Press.,Book,,TRUE,,,,,,,'62587,0,shopify,,deny,manual,82.95,0,TRUE,TRUE,'262025655,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9791063881
ultimate-tropical-79648,Ultimate Tropical,"<p>Ultimate Tropical</p>
<p>Book ID: 79648</p>",Rizzoli,Book,bold_points_earned,TRUE,,,,,,,'79648,0,shopify,,deny,manual,65,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9816357833
